Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),45420906104,0,128179729,6618947986,890903933,11605470663
Euro (U.E.),0,0,56127284,0,0,0
Guaraní (Paraguay),3778419825,1246780033,61012948,88967918,0,0
