Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Euro (U.E.),0,457525,63474,0,0,0
Dólar (E.U.A.),3773016,10209588,11421181,4771027,475938,0
Otras monedas (los demás países),0,47700,0,0,0,0
