Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),705150,9219915,7738354,7638869,171262,0
Euro (U.E.),0,340558,51898,126,0,0
Otras monedas (los demás países),0,43636,0,0,0,0
