Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),3819006,8269419,9400607,4598571,292536,0
Euro (U.E.),0,412872,59777,0,0,0
Otras monedas (los demás países),0,45647,0,0,0,0
