Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),395221,1600812,1527612,325326,160580,0,1
Euro (U.E.),0,63378,7909,14,0,0,1
Otras monedas (los demás países),0,7681,0,0,0,0,1
