Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),30557,0,5014,0,1743,0,1
UVA (Argentina),0,0,4,0,0,0,1
Libra esterlina (Gran Bretaña),0,0,43,0,0,0,1
Franco (Suiza),0,0,145,0,0,0,1
