Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),37525678,580061819,635369523,4865975,30219124,0
Euro (U.E.),0,49782,0,0,0,0
Otras monedas (los demás países),0,161,0,0,0,0
