Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),38729207,320468283,0,1026285,12070785,0
Euro (U.E.),0,47890,0,0,0,0
Otras monedas (los demás países),0,153,0,0,0,0
