Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,123178,38418001,286178000,17043675,0
Euro (U.E.),0,0,1246,0,34213,0
Corona (Suecia),0,0,4667219,0,193776,0
