Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Corona (Suecia),0,0,6696681,0,2716180,0
Euro (Austria),0,0,89326,0,0,0
Dólar (E.U.A.),0,781257,164272059,629545840,33987092,0
