Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),1015909800,161468228,608773453,0,3133478319.00,0
Euro (U.E.),0,729160,16913148,0,0,0
