Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),638000,226323.77,350921.02,644734.86,337014.11,0,1
Euro (U.E.),0,746,2940.11,0,0,0,1
