Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),199792634,791615668,546775530,1892543371,407972086,0
Euro (U.E.),0,639679,474453,0,0,0
