Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Euro (U.E.),0,746,1730,0,0,0,1
Dólar (E.U.A.),158905,721533,459790,586027,408767,0,1
