Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),598676,0,191,419283,112,0
Euro (U.E.),6247,0,4,3839,0,0
Yen (Japón),216347,0,0,212787,0,0
