Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),505863380,0,34243,343826380.00,148749,0,1
Euro (U.E.),8645292,0,149630,4477302,0,0,1
Yen (Japón),3840545,0,0,106364,0,0,1
