Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),316573,212888,986,458050,775,0
Euro (U.E.),3754,2363,209,5257,0,0
Yen (Japón),0,687264,0,682874,0,0
