Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),19074,0,14736,2645,13770,390
Euro (U.E.),0,0,1684,0,0,12586
