Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),111542,0,26037265,8676734,79776109,135998563
Bolivar (Venezuela),0,0,0,0,36162,0
Real (Brasil),0,0,0,0,35465,0
Euro (U.E.),6325,0,2964725,0,3347380,0
Franco (Suiza),0,0,0,0,39624,0
Dólar (Canadá),0,0,0,0,204220,0
Guaraní (Paraguay),0,0,907084.00,0,0,0
Peso (Uruguay),0,0,716,0,0,0
Peso (Colombia),0,0,49976,0,0,0
