Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,295780,0,0,4902104,1
Libra esterlina (Gran Bretaña),0,0,2670,0,0,0,1
Euro (U.E.),0,0,3351,0,0,0,1
