Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),1192146957,24373665,1112329026,0,567930803,160117340
Euro (U.E.),18309588,55571,23665,0,225816,2588112
Real (Brasil),200641,0,0,0,0,0
