Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,7272,571430,6835261,230821,0,1
Euro (U.E.),0,15512,0,0,0,0,1
Real (Brasil),0,556,0,0,0,0,1
