Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,22045877,0,37648376,387207778,0
Euro (u. Mon. Europea),0,0,78591,0,0,0,0
Libra esterlina (Gran Bretaña),0,0,87034,0,0,0,0
