Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),12033,150,1622,14589,7604,4361
Euro (U.E.),0,0,66,0,104,0
Real (Brasil),0,2,0,0,0,0
