Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),13238196491,0,424236062,0,221624966,0
Euro (U.E.),0,0,31712019,0,0,0
