Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),622657,0,-7258386,0,15451691,0,1
Libra esterlina (Gran Bretaña),1793275,0.00,-2060223,0,0.00,0,1
