Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),562,0,79614,447459,158009,301295
Libra esterlina (Gran Bretaña),0,0,3051,0,12782,0.00
