Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),609,609.00,20006,700678,143146,326360.00
Libra esterlina (Gran Bretaña),0,0,8928,0,14616,0
