Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),3473778.00,5152507,7181074,254,925688,136486
Euro (U.E.),1377,44631,2,0,0,0
Real (Brasil),0,1569,0,0,0,0
Franco (Suiza),0,145,0,0,0,0
Peso (Chile),0,1629,0,0,0,0
Dólar (Canadá),0,301,0,0,0,0
Yen (Japón),0,47,0,0,0,0
