Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),2338409,2875088,3995158,401,500945,36837,1
Euro (U.E.),608,29714,5943,0,0,0,1
Real (Brasil),0,917,0,0,0,0,1
Franco (Suiza),0,83,0,0,0,0,1
Peso (Chile),0,844,0,0,0,0,1
Dólar (Canadá),0,190,0,0,0,0,1
Yen (Japón),0,28,0,0,0,0,1
