Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),18888658,14871829,14871829.00,27411,2684185,279985
Euro (U.E.),6029,297165,7,0,0,0
Real (Brasil),0,6561,0,0,0,0
Franco (Suiza),0,600,0,0,0,0
Peso (Uruguay),0,1,0,0,0,0
Peso (Chile),0,5433,0,0,0,0
Dólar (Canadá),0,1231,0,0,0,0
Yen (Japón),0,170,0,0,0,0
Yuan continental (China),0,396046,0,0,0,0
