Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),28817125,39947932,58597334,429953,21632320,7071484
Euro (U.E.),0,1641224,870236,1,1249,456757
Real (Brasil),0,17463,0,0,0,33
Otras monedas (los demás países),0,622586,0,3,663,25237
