Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),937477,15334661,21569634,318940,17683411,12568152,1
Euro (U.E.),95,826070,427651,1,1452,125026.00,1
Real (Brasil),0,12786,0,0,0,11,1
Otras monedas (los demás países),0,236783,0,0,479,7157,1
