Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),23805550,71644141,92026232,2155774,24788460,9424598
Euro (U.E.),0,1950674,1261980,3,51663,814821
Real (Brasil),0,26541,0,0,0,56
Otras monedas (los demás países),21,1256668,0,4,0,26244
