Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),371586,0,87142,3326,58939,21.00
Euro (U.E.),0,0,5712,0,0,0
Real (Brasil),0,0,132,0,0,0
