Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),67940,0,47626,953,20543,0,1
Euro (U.E.),0,0,857,0,84,0,1
Real (Brasil),0,0,124,0,0,0,1
