Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
UVA (Argentina),0,0,140503,0,23847,0,1
Real (Brasil),0,0,143693,0,0,0,1
Dólar (E.U.A.),0,0,4428626,340120,5695063,6733731,1
