Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,19610,12303,13766,163043,1
Euro (U.E.),0,0,2674,35,2325,93943,1
Libra esterlina (Gran Bretaña),0,0,0,0,6,0,1
N. Sol (Perú),0,0,8691,5933,9473,0,1
Rand (Unión Sudafricana),0,0,83704,965,563,57241,1
Peso (Uruguay),0,0,62164,30901,747,0,1
