Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),258523354,468275,11428639,10704934,10238149,66400933
Real (Brasil),75181,0,0,0,23385,0
Peso (Chile),1037975,0,0,0,0,0
Euro (U.E.),0,0,52738,0,0,0
Libra esterlina (Gran Bretaña),0,0,251548,0,0,0
