Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),7074497,728,641161,0,24020802,6901710,1
Real (Brasil),479,0,0,0,2301,0,1
Peso (Chile),221842,0,0,0,0,0,1
Libra esterlina (Gran Bretaña),0,0,8393,0,0,0,1
Euro (U.E.),0,0,7618,0,0,0,1
