Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),85798764,77258,7486833,9596643,155684834,59126828
Real (Brasil),54508,0,0,0,19868,0
Peso (Chile),839317,0,0,0,0,0
Euro (U.E.),0,0,42662,0,0,0
Libra esterlina (Gran Bretaña),0,0,270884,0,0,0
