Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,3616060,4692564,0,3975293,6536301
Euro (U.E.),0,4416,108533,0,0,0
Libra esterlina (Gran Bretaña),0,0,108533,0,0,0
Real (Brasil),0,1,0,0,0,0
Peso (Chile),0,30000,0,0,0,0
Boliviano (Bolivia),0,450,0,0,0,0
Yuan continental (China),0,1569,0,0,0,0
