Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),21514980,57982010,2766779612,3001561751,664169403,2791746613,1
Euro (U.E.),0,0,109664,0,103776,0,1
Real (Brasil),0,36640932,61083732,0,72006284,0,1
