Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),208.8,2.9,23.9,0,6.1,353.6
Euro (U.E.),0,0,0.7,0,0,0
Franco (Suiza),0,0,0.2,0,0,0
