Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Peso (Uruguay),238,0,22512,0,80467,0,1
Dólar (E.U.A.),3178,0,2919668,0,1151253,11950354,1
Euro (U.E.),0,0,1290989,0,0,0,1
