Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),7786,0,752677,418256,0,3694890
Euro (U.E.),575,0,56650,777088,0,0
