Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),26991,0,1596899,0,0,0,1
UVA (Argentina),5189,0,3643502,0,0,0,1
Peso (Chile),810,0,0,0,0,0,1
Peso (Uruguay),1105,0,0,0,0,0,1
Guaraní (Paraguay),224500,0,0,0,0,0,1
