Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),7786,0,788272,435278,0,3629000
Euro (U.E.),575,0,56650,777088,0,0
