Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),9214571,422868,414149,0,2018750,0
Euro (U.E.),0,57,5000,0,0,0
