Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (Canadá),0,0.29,0,0,0,0
Peso (Chile),0,9,0,0,0,0
Euro (U.E.),0,158,2467,0,0,0
Dólar (E.U.A.),0,72045,30245,541867,39374,0
