Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (Canadá),0,1,0,0,0,0
Peso (Chile),0,9,0,0,0,0
Euro (U.E.),0,81,3413,0,0,0
Dólar (E.U.A.),0,16956,43416,0.00,26968,336552
