Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0,18305,659483,39356,0
Euro (U.E.),0,0,48,0,0,0
Libra esterlina (Gran Bretaña),0,0,46,0,0,0
