Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,2577458,3087526,54598,46583851,1
Euro (U.E.),0,0,1297353,0,0,8154577,1
Real (Brasil),0,0,2540,0,0,0,1
