Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),2091924,0,44480627,0,633628,52112770,1
UVA (Argentina),0,0,25385899,0,0,3487747,1
Real (Brasil),0,0,2600,0,0,0,1
