Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),2177859,0,18090063,4448997,36990,138485103
Euro (U.E.),0,0,985742,0,0,0
Real (Brasil),0,0,2540,0,0,0
