Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,9785615122,0,10012649140,0,0
Euro (U.E.),0,33618329,0,10831830,0,0
Real (Brasil),0,461742,0,0,0,0
Otras monedas (los demás países),0,4559317,0,1460228,0,0
