Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),42114,0,9550,120573,89,4503
Yuan continental (China),0,0,480,0,0,0
Euro (U.E.),0,0,3,0,0,0
