Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),127022,0,41269,0,315479.00,423492
Euro (U.E.),2,0,1532,0,0,0
Corona (Suecia),0,0,202,0,0,0
