Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),128994,0,54614,2300,314720,405973
Euro (U.E.),2,0,1761,0,0,0
Corona (Suecia),0,0,2389.00,0,0,0
