Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,8429538,18523798,28922161,1578777,1
UVA (Argentina),0,0,0,0,0,995324,1
Euro (U.E.),0,0,23988,0,0,0,1
