Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,38001,10330208,54620227,23499149,0
Euro (U.E.),0,0,1978,0,0,0
