Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,43019,15903628,72493350,31178534,0
Euro (U.E.),0,0,56133,0,0,0
Yuan extracontinental (China),0,0,90554633,0,0,0
