Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0,3,7,10,158
Real (Brasil),40,115,9,17,111,0
Guaraní (Paraguay),2980,556,865,116,4037,0
