Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0,1,7,11,183
Real (Brasil),8,172,14,17,131,0
Euro (U.E.),0,0,1,0,0,0
